"","lat","lon","years","storminess","sst"
"1260",81,17,2003,0.5,-1.79071793384815
"1261",82,17,2003,NA,-1.82576763422154
"1262",83,17,2003,NA,-1.80833714861278
"1263",84,17,2003,NA,-1.7911897567378
"1264",85,17,2003,NA,NA
"1265",70,18,2003,6.66989005169045,9.52118309492813
"1266",71,18,2003,10.0604469264976,9.75145171382351
"1267",72,18,2003,9.64330491143309,9.05285052243892
"1268",73,18,2003,5.7093128917881,6.46040150826799
"1269",74,18,2003,3.5997082481716,3.72324759239279
"1270",75,18,2003,7.24361326819843,3.50383588193998
"1271",76,18,2003,4.54117956971425,4.18827564630833
"1272",77,18,2003,0.5,3.16747273115736
"1273",78,18,2003,NA,NA
"1274",79,18,2003,NA,1.17522815370997
"1275",80,18,2003,1.00339565932221,0.691238973842433
"1276",81,18,2003,0,-1.77251905096197
"1277",82,18,2003,NA,-1.82644166692103
"1278",83,18,2003,NA,-1.80987394316761
"1279",84,18,2003,NA,-1.79058312730826
"1280",85,18,2003,NA,NA
"1281",70,19,2003,6.33789974726132,9.45335112343627
"1282",71,19,2003,10.8030616000828,9.60291362998685
"1283",72,19,2003,7.57862901085979,8.79866739920031
"1284",73,19,2003,6.57132094193138,6.47683847910475
"1285",74,19,2003,3.98183888792591,3.74887758112736
"1286",75,19,2003,7.24361326819843,2.91138232297466
"1287",76,19,2003,5.89450023040654,4.00466336154459
"1288",77,19,2003,2,2.76650041025474
"1289",78,19,2003,NA,1.24640600677592
"1290",79,19,2003,NA,1.09919726520769
"1291",80,19,2003,1.5,0.390249671885957
"1292",81,19,2003,0.25,-1.71839422519307
"1293",82,19,2003,NA,-1.82894784304913
"1294",83,19,2003,NA,-1.81029858376829
"1295",84,19,2003,NA,-1.79415550061555
"1296",85,19,2003,NA,NA
"1297",70,20,2003,6.53417695855927,9.57752720475914
"1298",71,20,2003,9.74343563686696,9.432862070018
"1299",72,20,2003,6.76481276454332,8.61247260629368
"1300",73,20,2003,6.201888235438,6.61288585192645
"1301",74,20,2003,4.53918720696763,4.10094674424863
"1302",75,20,2003,6.690160748363,2.82984362441371
"1303",76,20,2003,4.88762101721676,3.6247169062662
"1304",77,20,2003,0,1.92731383979895
"1305",78,20,2003,NA,1.02842383176143
"1306",79,20,2003,NA,0.459001007233757
"1307",80,20,2003,0.25,-0.523449797463179
"1308",81,20,2003,0,-1.77534998829982
"1309",82,20,2003,NA,-1.82774929035804
"1310",83,20,2003,NA,-1.81091644707615
"1311",84,20,2003,NA,-1.79240301559688
"1312",85,20,2003,NA,NA
"1313",70,21,2003,6.26977888659018,9.20796229740865
"1314",71,21,2003,9.80469761611648,9.29897837717634
"1315",72,21,2003,6.51568313638782,8.45954101601478
"1316",73,21,2003,4.516705467953,6.76331463152724
"1317",74,21,2003,4.3571389031346,4.24531229333902
"1318",75,21,2003,6.25744841737171,2.87567784797891
"1319",76,21,2003,5.37156277324758,3.24206783325862
"1320",77,21,2003,NA,2.24562578213227
"1321",78,21,2003,NA,0.44673361210307
"1322",79,21,2003,NA,0.314825412813223
"1323",80,21,2003,0,-1.1803139211916
"1324",81,21,2003,0,-1.82374553612308
"1325",82,21,2003,NA,-1.82863901352136
"1326",83,21,2003,NA,-1.81181515734214
"1327",84,21,2003,NA,-1.79411056510225
"1328",85,21,2003,NA,NA
"1329",70,22,2003,2.5,9.01975551689405
"1330",71,22,2003,9.42559504669067,9.05481558700128
"1331",72,22,2003,6.38370239577885,8.45259070190967
"1332",73,22,2003,4.26484931270019,7.04361566401122
"1333",74,22,2003,4.30604943255343,4.17584589721437
"1334",75,22,2003,5.37500356976371,2.87031254769098
"1335",76,22,2003,5.00459963517922,3.00086818803053
"1336",77,22,2003,NA,2.50657754173915
"1337",78,22,2003,0,0.567430400824766
"1338",79,22,2003,NA,0.155484082654202
"1339",80,22,2003,NA,-1.41750602814151
"1340",81,22,2003,0,-1.83756320646259
"1341",82,22,2003,NA,-1.82799194212986
"1342",83,22,2003,NA,-1.81171405243721
"1343",84,22,2003,NA,-1.79533505783965
"1344",85,22,2003,NA,NA
"1345",70,23,2003,NA,8.95302627964471
"1346",71,23,2003,7.56441063317182,8.99927990133404
"1347",72,23,2003,6.45099532000905,8.45497542960046
"1348",73,23,2003,5.38707102059244,6.95290750833721
"1349",74,23,2003,4.74305773612208,4.59627149092399
"1350",75,23,2003,6.43803619743063,2.97779992952137
"1351",76,23,2003,5.06766651666564,2.72624125096184
"1352",77,23,2003,NA,2.16848273967584
"1353",78,23,2003,1.50000573676849,0.459877249743092
"1354",79,23,2003,NA,-0.052320198598025
"1355",80,23,2003,NA,-1.69590849433814
"1356",81,23,2003,NA,-1.84130102415975
"1357",82,23,2003,NA,-1.82831547782561
"1358",83,23,2003,NA,-1.81321224330108
"1359",84,23,2003,NA,-1.7965820183337
"1360",85,23,2003,NA,NA
"1361",70,24,2003,NA,NA
"1362",71,24,2003,7.49228198909639,8.88082858579866
"1363",72,24,2003,7.87412129870685,8.34820865000152
"1364",73,24,2003,5.00463801712427,6.95997605995097
"1365",74,24,2003,5.9771860901306,5.07654114065574
"1366",75,24,2003,8.81622954307314,3.13799789396574
"1367",76,24,2003,3.2028696179999,2.46083318920054
"1368",77,24,2003,4,1.65401340464763
"1369",78,24,2003,1.87652785906355,0.441277912135449
"1370",79,24,2003,NA,-0.246711229130434
"1371",80,24,2003,NA,-1.80534444342705
"1372",81,24,2003,NA,-1.83950234669035
"1373",82,24,2003,NA,-1.82685956719471
"1374",83,24,2003,NA,-1.81325309376771
"1375",84,24,2003,NA,-1.79644721179381
"1376",85,24,2003,NA,NA
"1377",70,25,2003,NA,NA
"1378",71,25,2003,5.90674434084406,8.61725249452921
"1379",72,25,2003,6.74215485374582,8.15589903244513
"1380",73,25,2003,5.61942792913901,7.10260430973964
"1381",74,25,2003,7.0391967452192,5.29096985790511
"1382",75,25,2003,9.76277348386141,3.28957649595097
"1383",76,25,2003,2.83683936658681,2.30382850573308
"1384",77,25,2003,4.10971989851549,1.60249748191556
"1385",78,25,2003,2.40068084175661,0.474571162591936
"1386",79,25,2003,NA,-0.430587349550827
"1387",80,25,2003,NA,-1.81846561331042
"1388",81,25,2003,NA,-1.83777154384243
"1389",82,25,2003,NA,-1.82734487073835
"1390",83,25,2003,NA,-1.81553581784331
"1391",84,25,2003,NA,-1.79707630897999
"1392",85,25,2003,NA,NA
"1393",70,26,2003,NA,NA
"1394",71,26,2003,5.82671933087194,8.56730329006219
"1395",72,26,2003,6.00261820528157,8.04112744050707
"1396",73,26,2003,6.43239496484209,7.1387646987787
"1397",74,26,2003,7.48314017313836,5.11244656949978
"1398",75,26,2003,9.82048462493147,3.5379211027961
"1399",76,26,2003,5.70520349787694,2.41037325103101
"1400",77,26,2003,7.44433437816706,1.85083359616368
"1401",78,26,2003,4.6193893672759,0.184875873250121
"1402",79,26,2003,NA,-0.769041635720524
"1403",80,26,2003,NA,-1.81323062601106
"1404",81,26,2003,NA,-1.8355656186441
"1405",82,26,2003,NA,-1.82710957205053
"1406",83,26,2003,NA,-1.81558974045927
"1407",84,26,2003,NA,-1.79634610688888
"1408",85,26,2003,NA,NA
"1409",70,27,2003,NA,NA
"1410",71,27,2003,5.2948935686115,8.42851020968775
"1411",72,27,2003,6.32077912151379,7.84883628107691
"1412",73,27,2003,6.43424993900837,7.05341457556177
"1413",74,27,2003,8.11210598575259,5.04085470583501
"1414",75,27,2003,10.1303238765685,3.63814363764001
"1415",76,27,2003,9.07339643239829,2.39629231144888
"1416",77,27,2003,8.19309143297711,1.79184912679474
"1417",78,27,2003,5.6193893672759,-0.106115937813651
"1418",79,27,2003,NA,-1.14166073830941
"1419",80,27,2003,NA,-1.81518532083958
"1420",81,27,2003,NA,-1.83338420372576
"1421",82,27,2003,NA,-1.82637426365108
"1422",83,27,2003,NA,-1.81676929768338
"1423",84,27,2003,NA,-1.79771824488427
"1424",85,27,2003,NA,NA
"1425",70,28,2003,NA,8.85677441015779
"1426",71,28,2003,5.26582967402148,8.19957635137197
"1427",72,28,2003,6.80073587112384,7.62554525319521
"1428",73,28,2003,6.94167099909062,6.83943228642065
"1429",74,28,2003,8.9861154344808,5.07780395290696
"1430",75,28,2003,10.8718090139417,3.62924640600677
"1431",76,28,2003,8.62958772504882,2.42217516710923
"1432",77,28,2003,7.74751172977762,1.47168902018804
"1433",78,28,2003,3.89223271778255,-0.51337930451566
"1434",79,28,2003,NA,-1.44179816663107
"1435",80,28,2003,NA,-1.81977911292994
"1436",81,28,2003,NA,-1.82934000752883
"1437",82,28,2003,NA,-1.82564630833564
"1438",83,28,2003,NA,-1.81738716099124
"1439",84,28,2003,NA,-1.79523395293473
"1440",85,28,2003,NA,NA
"1441",70,29,2003,0.5,8.97696792113054
"1442",71,29,2003,7.05552576581727,8.12693180315192
"1443",72,29,2003,6.93793518177397,7.43857965342566
"1444",73,29,2003,7.12685616408752,6.61662060583862
"1445",74,29,2003,9.9851224939257,5.19980120735346
"1446",75,29,2003,11.6239359447165,3.70491331685132
"1447",76,29,2003,8.70412635904898,2.66268351494062
"1448",77,29,2003,8,1.38638277396847
"1449",78,29,2003,4.50530237470232,-0.821843507112591
"1450",79,29,2003,NA,-1.64513649979726
"1451",80,29,2003,NA,-1.81965467612388
"1452",81,29,2003,NA,-1.82596984403139
"1453",82,29,2003,NA,-1.82443304947656
"1454",83,29,2003,NA,-1.81684793483165
"1455",84,29,2003,NA,-1.7951328480298
"1456",85,29,2003,NA,NA
"1457",70,30,2003,3.5,9.12946107906276
"1458",71,30,2003,7.1348542596494,7.76981430045862
"1459",72,30,2003,7.81468066025824,7.08742239721636
"1460",73,30,2003,8.11664608493698,6.46719368393207
"1461",74,30,2003,10.1661742968808,5.02982507984338
"1462",75,30,2003,11.6837739963032,3.55827076275065
"1463",76,30,2003,8.51375842637957,2.32984616793333
"1464",77,30,2003,7.39364883104676,1.48672113190013
"1465",78,30,2003,2.48284941035042,-0.855160546958472
"1466",79,30,2003,NA,-1.73497542960048
"1467",80,30,2003,NA,-1.81984577550461
"1468",81,30,2003,NA,-1.82361072958318
"1469",82,30,2003,NA,-1.82350656089326
"1470",83,30,2003,NA,-1.81652113109856
"1471",84,30,2003,NA,-1.79503174312488
"1472",85,30,2003,NA,NA
"1473",70,31,2003,6.42957213067846,8.64485852943869
"1474",71,31,2003,7.63402970315815,7.53312397340721
"1475",72,31,2003,6.63545622030489,6.64655378526589
"1476",73,31,2003,8.62314621575495,6.24239498692188
"1477",74,31,2003,8.98313541345341,4.40040108992127
"1478",75,31,2003,11.2446785134031,3.35877056435612
"1479",76,31,2003,7.64564123116914,1.76213089291103
"1480",77,31,2003,6.26615819281386,1.10281325239553
"1481",78,31,2003,2.19168862518631,-1.00971624495113
"1482",79,31,2003,NA,-1.80072250491627
"1483",80,31,2003,NA,-1.82159475905471
"1484",81,31,2003,NA,-1.82210947493432
"1485",82,31,2003,NA,-1.8230580227696
"1486",83,31,2003,NA,-1.81575824863414
"1487",84,31,2003,NA,-1.79563837255442
"1488",85,31,2003,NA,NA
"1489",70,32,2003,8.22752299846839,8.1175511273756
"1490",71,32,2003,7.06454950373869,7.3629130421512
"1491",72,32,2003,5.82687520292687,6.16284199577853
"1492",73,32,2003,8.74072752668046,5.80041709298266
"1493",74,32,2003,8.98810131559101,4.06829905131342
"1494",75,32,2003,9.82154629024333,2.88580759654836
"1495",76,32,2003,6.3956447900148,1.44740255776332
"1496",77,32,2003,5.924450931379,0.524292308057519
"1497",78,32,2003,2.28038172914019,-1.13229503870041
"1498",79,32,2003,NA,-1.81788145163753
"1499",80,32,2003,NA,-1.82152122821477
"1500",81,32,2003,NA,-1.82071238897538
"1501",82,32,2003,NA,-1.82289625492172
"1502",83,32,2003,NA,-1.81558974045927
"1503",84,32,2003,NA,-1.79438017818204
"1504",85,32,2003,NA,NA
"1505",70,33,2003,9.18168450248616,7.89743115822839
"1506",71,33,2003,6.87992356396863,7.166809668992
"1507",72,33,2003,5.51306253467067,5.88403137685803
"1508",73,33,2003,8.8564419465579,5.24631016695662
"1509",74,33,2003,9.56399179539555,3.87491294226024
"1510",75,33,2003,8.94548461480233,2.47297027134266
"1511",76,33,2003,6.50573465358152,1.11609774826223
"1512",77,33,2003,6.13867825204013,0.16934668850701
"1513",78,33,2003,2.19526303958848,-1.18032740184559
"1514",79,33,2003,NA,-1.82105903436369
"1515",80,33,2003,NA,-1.82331222938769
"1516",81,33,2003,NA,-1.81965467612388
"1517",82,33,2003,NA,-1.82340851977334
"1518",83,33,2003,NA,-1.81514038532628
"1519",84,33,2003,NA,-1.7938184842658
"1520",85,33,2003,NA,NA
"1521",70,34,2003,8.44564670157061,7.62036601422756
"1522",71,34,2003,5.57193602788996,6.83103653511582
"1523",72,34,2003,4.24825333159449,5.49026105902765
"1524",73,34,2003,7.97958578247038,4.80510607930257
"1525",74,34,2003,9.62897059118086,3.87084317011899
"1526",75,34,2003,8.38031909662526,2.33194529834031
"1527",76,34,2003,7.14105587504474,1.24291522690068
"1528",77,34,2003,6.20428979157128,0.070591646602773
"1529",78,34,2003,1.77323448689245,-1.22307534862678
"1530",79,34,2003,NA,-1.82182454292954
"1531",80,34,2003,NA,-1.82172343802461
"1532",81,34,2003,NA,-1.81865352545694
"1533",82,34,2003,NA,-1.82307150342359
"1534",83,34,2003,NA,-1.81496064327308
"1535",84,34,2003,NA,-1.79341406464611
"1536",85,34,2003,NA,NA
"1537",70,35,2003,7.51241244331591,7.26194563989866
"1538",71,35,2003,3.89141264973043,6.23005400174767
"1539",72,35,2003,3.75348381744113,4.95173226403768
"1540",73,35,2003,7.47958340262791,4.4618655190306
"1541",74,35,2003,8.50099651975965,3.63555535207397
"1542",75,35,2003,8.44441698975515,2.20318929612949
"1543",76,35,2003,6.83371768661563,1.22133199035496
"1544",77,35,2003,5.89116772401568,-0.04742222764841
"1545",78,35,2003,1.35120593419642,-1.38926802293119
"1546",79,35,2003,NA,-1.82313890669354
"1547",80,35,2003,NA,-1.82135946036689
"1548",81,35,2003,NA,-1.81828587125722
"1549",82,35,2003,NA,-1.82277125249382
"1550",83,35,2003,NA,-1.81433154608689
"1551",84,35,2003,NA,-1.79482953331503
"1552",85,35,2003,NA,NA
"1553",70,36,2003,6.95262601253996,6.97249674066128
"1554",71,36,2003,3.69036811062376,5.85672975725778
"1555",72,36,2003,3.38022689948981,4.43853859536671
"1556",73,36,2003,6.11200805014329,4.06399749717668
"1557",74,36,2003,7.81398823507268,3.21070580125954
"1558",75,36,2003,8.06303262766692,2.16654152550132
"1559",76,36,2003,7.75573585442079,1.13674443410971
"1560",77,36,2003,5.71049612891268,0.071415354210531
"1561",78,36,2003,0.764296071052091,-1.33894751701616
"1562",79,36,2003,NA,-1.821875095382
"1563",80,36,2003,NA,-1.82185824456451
"1564",81,36,2003,NA,-1.81884583688449
"1565",82,36,2003,NA,-1.8224035982941
"1566",83,36,2003,NA,-1.81343283582091
"1567",84,36,2003,NA,-1.79159417635749
"1568",85,36,2003,NA,NA
"1569",70,37,2003,6.44487002034937,6.75289987549032
"1570",71,37,2003,4.36596790136883,5.79525567067916
"1571",72,37,2003,3.75697237797408,4.41084393981014
"1572",73,37,2003,5.11107996368217,3.65516296330209
"1573",74,37,2003,7.17708837962414,2.96260880813576
"1574",75,37,2003,7.80771352091253,2.0174724536825
"1575",76,37,2003,8.57110971486031,1.05276989286694
"1576",77,37,2003,6.70055501822718,0.205855610549115
"1577",78,37,2003,0.901503960815046,-1.44551882713225
"1578",79,37,2003,NA,-1.82561934702766
"1579",80,37,2003,NA,-1.82273448707385
"1580",81,37,2003,NA,-1.8196339366562
"1581",82,37,2003,NA,-1.82168299606264
"1582",83,37,2003,NA,-1.81361257787411
"1583",84,37,2003,NA,-1.79230191069195
"1584",85,37,2003,NA,NA
"1585",70,38,2003,5.63120621427591,6.71760432104417
"1586",71,38,2003,4.55880255756949,5.91860365468551
"1587",72,38,2003,3.8242641205796,4.54012880383358
"1588",73,38,2003,4.98144313647914,3.4779934682416
"1589",74,38,2003,6.92609423970696,2.86967282938347
"1590",75,38,2003,8.1773932242369,1.94659117500431
"1591",76,38,2003,8.45298893896813,1.05930871956008
"1592",77,38,2003,7.12624413511119,0.40440435857521
"1593",78,38,2003,1.38958153043139,-1.51397200213298
"1594",79,38,2003,NA,-1.82745271597026
"1595",80,38,2003,NA,-1.8232633434996
"1596",81,38,2003,NA,-1.82037537262564
"1597",82,38,2003,NA,-1.82089213102858
"1598",83,38,2003,NA,-1.8137923199273
"1599",84,38,2003,NA,-1.79179638616734
"1600",85,38,2003,NA,NA
"1601",70,39,2003,6.32762364007954,7.08599421821653
"1602",71,39,2003,5.43545287610378,6.28972087415681
"1603",72,39,2003,3.82252460829463,4.90568805336225
"1604",73,39,2003,5.54997507701165,3.48426197234684
"1605",74,39,2003,7.05803413318324,2.76889881323998
"1606",75,39,2003,8.67952253485421,2.0617159600769
"1607",76,39,2003,8.13417781902208,1.24819396719983
"1608",77,39,2003,6.874995252147,0.569362627896633
"1609",78,39,2003,2.27120949880929,-1.44500656228063
"1610",79,39,2003,NA,-1.8289741040634
"1611",80,39,2003,NA,-1.82590244076144
"1612",81,39,2003,NA,-1.8223974707241
"1613",82,39,2003,NA,-1.82063885813544
"1614",83,39,2003,NA,-1.81307335171452
"1615",84,39,2003,NA,-1.7934429517618
"1616",85,39,2003,NA,NA
"1617",70,40,2003,7.39128148916477,7.21102621407843
"1618",71,40,2003,6.49343565249751,6.72937742552856
"1619",72,40,2003,5.8802304941432,5.54402771418978
"1620",73,40,2003,6.42868501650951,3.82483844025826
"1621",74,40,2003,7.62202234937424,2.87256112077647
"1622",75,40,2003,8.68271471083377,2.24955924438571
"1623",76,40,2003,7.82798416836516,1.41316169662932
"1624",77,40,2003,6.3143614311499,0.687812640953367
"1625",78,40,2003,5.14488390513371,-1.22955875021621
"1626",79,40,2003,NA,-1.83128122170336
"1627",80,40,2003,NA,-1.82851191021232
"1628",81,40,2003,NA,-1.82502619825211
"1629",82,40,2003,NA,-1.82125161513497
"1630",83,40,2003,NA,-1.81244425452833
"1631",84,40,2003,NA,-1.79189749107226
"1632",85,40,2003,NA,NA
"1633",70,41,2003,6.5023252396865,6.8935717911239
"1634",71,41,2003,7.18626553338268,6.86625099903798
"1635",72,41,2003,8.07514043373372,6.13738335650248
"1636",73,41,2003,6.93518158639849,4.02183300719758
"1637",74,41,2003,6.75297408086205,2.99502657130163
"1638",75,41,2003,8.93590450697084,2.43047631938997
"1639",76,41,2003,7.39220993218682,1.63950187711747
"1640",77,41,2003,5.55566324199047,0.967261311630217
"1641",78,41,2003,4.53038648881003,-0.743945151542912
"1642",79,41,2003,NA,-1.83295282279809
"1643",80,41,2003,NA,-1.83209835672981
"1644",81,41,2003,NA,-1.82897410406339
"1645",82,41,2003,NA,-1.82098200205518
"1646",83,41,2003,NA,-1.81181515734214
"1647",84,41,2003,NA,-1.78889804555954
"1648",85,41,2003,NA,NA
"1649",70,42,2003,5.99224282527022,6.75301350552395
"1650",71,42,2003,7.99260513858481,6.87787431847804
"1651",72,42,2003,8.44490993959052,6.09150283574176
"1652",73,42,2003,7.87500358743313,4.37562528190675
"1653",74,42,2003,7.13491517370042,3.24912192050426
"1654",75,42,2003,8.74361802788337,2.72287818254545
"1655",76,42,2003,7.08257548501376,1.79403510735347
"1656",77,42,2003,4.87251174160956,1.18821451705344
"1657",78,42,2003,4.66379519753314,-0.54449887576434
"1658",79,42,2003,NA,-1.82388034266298
"1659",80,42,2003,NA,-1.83521372105294
"1660",81,42,2003,NA,-1.83489818486615
"1661",82,42,2003,NA,-1.82125161513497
"1662",83,42,2003,NA,-1.81154554426234
"1663",84,42,2003,NA,-1.78898791658614
"1664",85,42,2003,NA,NA
"1665",70,43,2003,7.61724401519146,6.71853298831902
"1666",71,43,2003,7.80880257320004,6.79360525253758
"1667",72,43,2003,8.8190383944179,6.09045434043144
"1668",73,43,2003,8.18517920655601,4.77204638023243
"1669",74,43,2003,7.12797407142121,3.91067752579976
"1670",75,43,2003,8.55452014488261,3.02257204095405
"1671",76,43,2003,6.94954338276707,1.86768441365089
"1672",77,43,2003,4.50994351419186,1.35272343124187
"1673",78,43,2003,5.11551717339233,-0.086516124218728
"1674",79,43,2003,2.5,-1.75739825073679
"1675",80,43,2003,NA,-1.83614255292674
"1676",81,43,2003,NA,-1.83868659429507
"1677",82,43,2003,NA,-1.82152122821477
"1678",83,43,2003,NA,-1.81181515734214
"1679",84,43,2003,NA,-1.7908752081447
"1680",85,43,2003,NA,NA
"1681",70,44,2003,8.871126164938,6.73011828540168
"1682",71,44,2003,8.62335327467524,6.51945368589906
"1683",72,44,2003,9.44316446940281,6.13350256217209
"1684",73,44,2003,8.49907667322382,5.15067301529163
"1685",74,44,2003,7.12797407142121,4.48899758196067
"1686",75,44,2003,7.73616841046129,3.27461533504935
"1687",76,44,2003,6.75688397287473,1.94025526762912
"1688",77,44,2003,4.5718226365575,1.54126467495205
"1689",78,44,2003,5.92327338024602,0.227358436176298
"1690",79,44,2003,3.91223360171729,-1.6646064157739
"1691",80,44,2003,NA,-1.83401330091195
"1692",81,44,2003,NA,-1.84066375688023
"1693",82,44,2003,NA,-1.82170097026797
"1694",83,44,2003,NA,-1.81472697860393
"1695",84,44,2003,NA,NA
"1696",85,44,2003,NA,NA
"1697",70,45,2003,9.69099976981517,6.60244612238476
"1698",71,45,2003,8.8626791947737,6.31364903498865
"1699",72,45,2003,11.0043589323775,6.37449171999579
"1700",73,45,2003,9.56760741500038,5.63449368698429
"1701",74,45,2003,7.26289280544449,4.69444274876469
"1702",75,45,2003,6.98936178649121,3.32098878477414
"1703",76,45,2003,6.82110377617217,2.16870741724234
"1704",77,45,2003,4.75746000365442,1.55839736065905
"1705",78,45,2003,6.41377984434723,0.463988849209971
"1706",79,45,2003,5.71357815581536,-1.5901033347238
"1707",80,45,2003,NA,-1.81433154608689
"1708",81,45,2003,NA,-1.84084349893343
"1709",82,45,2003,NA,-1.82277942258715
"1710",83,45,2003,NA,-1.81505051429968
"1711",84,45,2003,NA,NA
"1712",85,45,2003,NA,NA
"1713",70,46,2003,9.87190404346253,6.44697270294742
"1714",71,46,2003,8.7989459258929,6.06990383234926
"1715",72,46,2003,11.8059687368129,6.29721761562557
"1716",73,46,2003,10.0102112779065,5.79352046855022
"1717",74,46,2003,7.77182098819598,4.33994648434717
"1718",75,46,2003,6.61648990718729,3.18532847012381
"1719",76,46,2003,6.88761863737429,2.0389336548342
"1720",77,46,2003,4.87873000182721,1.4599395659738
"1721",78,46,2003,6.18139473622244,0.435949088911259
"1722",79,46,2003,7.02727841267473,-1.40631708533001
"1723",80,46,2003,NA,-1.75644643486418
"1724",81,46,2003,NA,-1.84075362790683
"1725",82,46,2003,NA,-1.82322877772014
"1726",83,46,2003,NA,-1.81289360966132
"1727",84,46,2003,NA,-1.79455992023524
"1728",85,46,2003,NA,NA
"1729",70,47,2003,10.1894392973735,6.36617865003543
"1730",71,47,2003,9.12746177807668,5.94162792038443
"1731",72,47,2003,11.4956458273075,6.08922610306793
"1732",73,47,2003,9.70559700268406,5.81113518976351
"1733",74,47,2003,6.40177738040453,4.16946114688994
"1734",75,47,2003,6.47871881329749,3.05139462519497
"1735",76,47,2003,6.51376794574945,1.72721599907754
"1736",77,47,2003,5.06063499908639,1.27143508768359
"1737",78,47,2003,7.43139591323984,0.37744305059568
"1738",79,47,2003,7.94021335707185,-0.860350598744532
"1739",80,47,2003,NA,-1.67546797127423
"1740",81,47,2003,NA,-1.83975122030247
"1741",82,47,2003,NA,-1.82376800387973
"1742",83,47,2003,NA,-1.81226451247513
"1743",84,47,2003,NA,-1.79527888844803
"1744",85,47,2003,NA,NA
"1745",70,48,2003,11.1288750176012,6.35698184831352
"1746",71,48,2003,10.6356728587192,5.96053079297897
"1747",72,48,2003,11.7430264238081,5.92623954960279
"1748",73,48,2003,10.2722715892078,5.59859021185822
"1749",74,48,2003,5.64681859891267,4.11634737017027
"1750",75,48,2003,5.91568976552341,2.95252929802839
"1751",76,48,2003,6.4518408205142,1.48956862442709
"1752",77,48,2003,5.55069148489454,1.06446475669289
"1753",78,48,2003,7.81046489486904,0.482609002533333
"1754",79,48,2003,7.53531844905116,-0.589281608318339
"1755",80,48,2003,NA,-1.31421725727193
"1756",81,48,2003,NA,-1.83798688415941
"1757",82,48,2003,NA,-1.82403761695952
"1758",83,48,2003,NA,-1.81109618912935
"1759",84,48,2003,NA,-1.79500927536823
"1760",85,48,2003,NA,NA
"1761",70,49,2003,11.3695716494845,6.25749462186906
"1762",71,49,2003,11.4444778273923,5.93716432606338
"1763",72,49,2003,11.5516014832834,5.68162744559411
"1764",73,49,2003,10.0926620471662,5.42997991081957
"1765",74,49,2003,5.63590811425552,3.77124622287335
"1766",75,49,2003,5.4808481239148,2.76864145530018
"1767",76,49,2003,6.25917785177619,1.40669098271423
"1768",77,49,2003,6.34889710307305,0.863780111033098
"1769",78,49,2003,7.93546728761534,0.456385760359743
"1770",79,49,2003,6.23696139210773,-0.098747570938775
"1771",80,49,2003,NA,-1.31495676743366
"1772",81,49,2003,NA,-1.83886633634827
"1773",82,49,2003,NA,-1.82691348981067
"1774",83,49,2003,NA,-1.80965825270378
"1775",84,49,2003,NA,-1.79614389707904
"1776",85,49,2003,NA,NA
"1777",70,50,2003,11.4324623662466,5.9134950793796
"1778",71,50,2003,8.69788626825626,5.41314134847235
"1779",72,50,2003,11.2447683325287,5.509859855982
"1780",73,50,2003,9.22044390020292,5.37219386197844
"1781",74,50,2003,5.39383857788528,3.45457389571938
"1782",75,50,2003,5.17207173764004,2.76928001259443
"1783",76,50,2003,6.19266537041655,1.80250426909687
"1784",77,50,2003,6.60635354879571,0.920893148436402
"1785",78,50,2003,8.06453271238466,0.541755371913426
"1786",79,50,2003,6.35929071465355,0.159326069041284
"1787",80,50,2003,NA,-0.880032353569589
"1788",81,50,2003,NA,-1.84248364516885
"1789",82,50,2003,NA,-1.8267419178508
"1790",83,50,2003,NA,-1.80920889757078
"1791",84,50,2003,NA,-1.79529172716611
"1792",85,50,2003,NA,NA
"1793",70,51,2003,11.8734514193886,5.65128459045377
"1794",71,51,2003,6.5,5.07873390176507
"1795",72,51,2003,7.12952775512597,5.25394707999322
"1796",73,51,2003,8.45467009730946,5.43373158215324
"1797",74,51,2003,4.70385739281665,3.82686053835673
"1798",75,51,2003,5.05132678911096,2.52910949197918
"1799",76,51,2003,6.06537150243312,2.1289347579185
"1800",77,51,2003,6.11505529588691,1.06342859662152
"1801",78,51,2003,7.69766475184454,0.645486030690993
"1802",79,51,2003,6.87354630531506,0.38601674653317
"1803",80,51,2003,NA,-0.792604184875968
"1804",81,51,2003,NA,-1.84396651710773
"1805",82,51,2003,NA,-1.82601477954469
"1806",83,51,2003,NA,-1.80947851065058
"1807",84,51,2003,NA,-1.79341406464611
"1808",85,51,2003,NA,NA
"1809",70,52,2003,10.0339471556137,5.49922694545044
"1810",71,52,2003,NA,3.99500351005707
"1811",72,52,2003,1,5.50747222476573
"1812",73,52,2003,6.33334266128956,5.38008004456245
"1813",74,52,2003,4.20286683210402,3.83811951053961
"1814",75,52,2003,3.87180781389131,2.33732793089765
"1815",76,52,2003,5.19036913350869,2.02584393981014
"1816",77,52,2003,5.67444737344723,1.2328260216515
"1817",78,52,2003,6.89262081567372,0.728101822177444
"1818",79,52,2003,5.38422021013786,0.529504827600228
"1819",80,52,2003,NA,-0.732082176031919
"1820",81,52,2003,NA,-1.8399223209108
"1821",82,52,2003,NA,-1.82475658517231
"1822",83,52,2003,NA,-1.80947851065058
"1823",84,52,2003,NA,-1.7938184842658
"1824",85,52,2003,NA,NA
"1825",70,53,2003,8.64411993130819,5.07059793059243
"1826",71,53,2003,NA,2.86651100326587
