"","lat","lon","years","storminess","sst"
"254",83,15,2002,NA,-1.80396941672009
"255",84,15,2002,NA,-1.79260522540672
"256",85,15,2002,NA,NA
"257",70,16,2002,9.80125375736412,10.2497350354216
"258",71,16,2002,8.64059286855468,10.2146537252388
"259",72,16,2002,5.75523166747131,9.48811837201178
"260",73,16,2002,4.8101791977213,8.00002982854827
"261",74,16,2002,5.36805770779956,6.87367642980084
"262",75,16,2002,5.49467731335277,6.02464509869123
"263",76,16,2002,2.5,4.74584897597899
"264",77,16,2002,NA,NA
"265",78,16,2002,NA,NA
"266",79,16,2002,NA,NA
"267",80,16,2002,1.64656983765802,0.625001780463722
"268",81,16,2002,2,-1.73012239416416
"269",82,16,2002,NA,-1.82765492578011
"270",83,16,2002,NA,-1.80301903061382
"271",84,16,2002,NA,-1.7925041205018
"272",85,16,2002,NA,NA
"273",70,17,2002,9.99302306887312,10.560890842312
"274",71,17,2002,8.07932732735672,10.1763956292159
"275",72,17,2002,5.45537209290847,9.28028263590025
"276",73,17,2002,4.24814978551865,7.53132280824913
"277",74,17,2002,4.37400824936613,5.58619250373896
"278",75,17,2002,4.24786948933231,5.10436696883679
"279",76,17,2002,1.60572952960666,4.11098154122925
"280",77,17,2002,NA,2.20488050544821
"281",78,17,2002,NA,NA
"282",79,17,2002,NA,1.31353966364495
"283",80,17,2002,2.64563899610241,0.86941951795215
"284",81,17,2002,1.52157470822894,-1.5647821729797
"285",82,17,2002,NA,-1.82799194212986
"286",83,17,2002,NA,-1.80736654152551
"287",84,17,2002,NA,-1.79189749107226
"288",85,17,2002,NA,NA
"289",70,18,2002,8.36182975565046,10.7042687336855
"290",71,18,2002,8.51723841177347,10.0049217104661
"291",72,18,2002,5.57601316882758,9.00913950187711
"292",73,18,2002,3.06667814745275,7.2661298275024
"293",74,18,2002,2.42919092207734,4.63087071975411
"294",75,18,2002,4.31409429297879,4.4895278210176
"295",76,18,2002,2.94777979766005,4.15163522876414
"296",77,18,2002,0,2.18260066094512
"297",78,18,2002,NA,NA
"298",79,18,2002,NA,0.970052599985744
"299",80,18,2002,2.35292821440561,0.794669291578904
"300",81,18,2002,1.26438313881929,-1.5244750175503
"301",82,18,2002,NA,-1.82698089308062
"302",83,18,2002,NA,-1.8117342734182
"303",84,18,2002,NA,-1.79129086164272
"304",85,18,2002,NA,NA
"305",70,19,2002,7.04898380964891,10.6928394835638
"306",71,19,2002,7.88731724327787,9.80491374077125
"307",72,19,2002,6.20188591221799,8.78634068919207
"308",73,19,2002,3.32038809578532,7.13148354712771
"309",74,19,2002,3.30418833900469,4.33374538351188
"310",75,19,2002,4.99892999511035,4.11435736886702
"311",76,19,2002,3.70298179944072,3.88403076641332
"312",77,19,2002,0.75,1.8626463496304
"313",78,19,2002,NA,0.987577450172439
"314",79,19,2002,NA,0.319071818819998
"315",80,19,2002,2.98356691245276,0.996575786710607
"316",81,19,2002,1.50719156940965,-1.381310472179
"317",82,19,2002,NA,-1.82733016457036
"318",83,19,2002,NA,-1.8138372554406
"319",84,19,2002,NA,-1.79563837255442
"320",85,19,2002,NA,NA
"321",70,20,2002,8.76944502659673,10.5672768206877
"322",71,20,2002,7.7721643477693,9.51051063699905
"323",72,20,2002,5.82862306955018,8.77983762170741
"324",73,20,2002,4.07409922520442,7.02957286675008
"325",74,20,2002,4.58602717597579,4.57602950112793
"326",75,20,2002,5.68483570213157,3.9255511807018
"327",76,20,2002,5.08601152184495,3.32334340567102
"328",77,20,2002,0.5,0.776290666639524
"329",78,20,2002,NA,0.618342337392779
"330",79,20,2002,NA,0.102302902664578
"331",80,20,2002,0.25,0.599219066804441
"332",81,20,2002,1.20515960143819,-1.42269607992757
"333",82,20,2002,NA,-1.82564630833564
"334",83,20,2002,NA,-1.81478090121988
"335",84,20,2002,NA,-1.79378959715011
"336",85,20,2002,NA,NA
"337",70,21,2002,8.32562769292639,10.6787859017794
"338",71,21,2002,7.14059285292412,9.36169230534444
"339",72,21,2002,5.8959136139379,8.74521681352557
"340",73,21,2002,4.19167933737398,7.30770020505392
"341",74,21,2002,4.66320141538078,4.79204910300963
"342",75,21,2002,5.49999524031506,3.63902950918791
"343",76,21,2002,4.76950380017025,2.96689220992229
"344",77,21,2002,0,0.986465296218283
"345",78,21,2002,NA,0.382296086031995
"346",79,21,2002,NA,-0.011339010469139
"347",80,21,2002,0,0.429276165186326
"348",81,21,2002,1.6100974441008,-1.32819669545932
"349",82,21,2002,NA,-1.82596984403139
"350",83,21,2002,NA,-1.81478090121989
"351",84,21,2002,NA,-1.79536875947462
"352",85,21,2002,NA,NA
"353",70,22,2002,1.5,10.5275329640143
"354",71,22,2002,7.07111383561062,9.35352613994679
"355",72,22,2002,6.63457990715077,8.8306893446876
"356",73,22,2002,4.69167577644499,7.74546164881115
"357",74,22,2002,4.98215079290612,4.81131220398407
"358",75,22,2002,5,3.29135381375331
"359",76,22,2002,4.57454695253077,2.86120861269656
"360",77,22,2002,NA,1.89954369258003
"361",78,22,2002,0,0.444307094384914
"362",79,22,2002,NA,0.118075267832602
"363",80,22,2002,1.39233122581129,0.389137517931801
"364",81,22,2002,1.26946543283803,-1.27110612581267
"365",82,22,2002,NA,-1.82593307861142
"366",83,22,2002,NA,-1.81444388487014
"367",84,22,2002,NA,-1.79563837255442
"368",85,22,2002,NA,NA
"369",70,23,2002,NA,10.4489744528889
"370",71,23,2002,6.3131732839551,9.62289495490056
"371",72,23,2002,6.81205531544927,8.92497573482281
"372",73,23,2002,4.69909923403913,7.73554738975169
"373",74,23,2002,4.86012368384693,5.21595789675635
"374",75,23,2002,4.75638673180157,3.2631731193447
"375",76,23,2002,4.18807407560402,2.48682483610362
"376",77,23,2002,NA,1.78335971326539
"377",78,23,2002,1.63564002686862,0.411414298649887
"378",79,23,2002,NA,0.222685142793178
"379",80,23,2002,3.11311519237225,0.071728779415793
"380",81,23,2002,2.35280564125002,-1.45724944713134
"381",82,23,2002,NA,-1.82702133504259
"382",83,23,2002,NA,-1.81409461338041
"383",84,23,2002,NA,-1.79590798563422
"384",85,23,2002,NA,NA
"385",70,24,2002,NA,NA
"386",71,24,2002,7.58773984776251,9.58304171327942
"387",72,24,2002,6.24650784481366,8.92834050605866
"388",73,24,2002,4.76299075993548,7.70941836562718
"389",74,24,2002,5.05208599034082,5.76282365181294
"390",75,24,2002,4.58644430477885,3.47779125843176
"391",76,24,2002,1.97973764023583,2.07470232342038
"392",77,24,2002,3,1.12503254208925
"393",78,24,2002,4.19904765396186,0.464686671298853
"394",79,24,2002,NA,0.13263437414155
"395",80,24,2002,3.98981302203336,-0.427621605673078
"396",81,24,2002,2.50973509625394,-1.56928782233243
"397",82,24,2002,NA,-1.82499923694413
"398",83,24,2002,NA,-1.8137024489007
"399",84,24,2002,NA,-1.79529172716611
"400",85,24,2002,NA,NA
"401",70,25,2002,NA,NA
"402",71,25,2002,5.90784623387746,9.30691103033777
"403",72,25,2002,6.37412129870685,8.8443829930104
"404",73,25,2002,5.56389390573882,7.81593311560805
"405",74,25,2002,5.73809657478775,6.05120521208791
"406",75,25,2002,5.27021714154818,3.73805656894731
"407",76,25,2002,1.40262807952759,1.91993799625883
"408",77,25,2002,3.92078116335976,1.01487577450171
"409",78,25,2002,5.053835530154,0.622386533589708
"410",79,25,2002,NA,0.136004537638991
"411",80,25,2002,4.42742478878077,-0.948873559943988
"412",81,25,2002,3.6739658734483,-1.75725527410356
"413",82,25,2002,NA,-1.82548454048776
"414",83,25,2002,NA,-1.81351371974485
"415",84,25,2002,NA,-1.79258275765007
"416",85,25,2002,NA,NA
"417",70,26,2002,NA,NA
"418",71,26,2002,3.45044984938658,9.35458385279829
"419",72,26,2002,5.48779592136836,8.65884470795307
"420",73,26,2002,6.93239734468456,7.88134945438186
"421",74,26,2002,5.9310482426322,6.22066182822881
"422",75,26,2002,5.40160150363641,4.1613155638428
"423",76,26,2002,1.91360173498085,2.19955168222402
"424",77,26,2002,5.70276716499521,1.2766476072263
"425",78,26,2002,6.62360444711849,0.719280716590259
"426",79,26,2002,1.5,0.080239565634664
"427",80,26,2002,4.55877859262854,-1.18071834081129
"428",81,26,2002,3.68126560908214,-1.80835920786476
"429",82,26,2002,NA,-1.8235800917332
"430",83,26,2002,NA,-1.8137923199273
"431",84,26,2002,NA,-1.79240301559688
"432",85,26,2002,NA,NA
"433",70,27,2002,NA,NA
"434",71,27,2002,2.66887151043787,8.85522143881817
"435",72,27,2002,5.22647055232644,8.31911408037678
"436",73,27,2002,7.11107760150913,7.68135516071283
"437",74,27,2002,6.05902231405341,6.24069418662404
"438",75,27,2002,6.14840812760649,4.60992354180019
"439",76,27,2002,4.12958654604563,2.32264749870279
"440",77,27,2002,6.14710986077898,1.49253102944317
"441",78,27,2002,7.23034857486662,0.771141585468532
"442",79,27,2002,4.53062493152074,-0.107901971971209
"443",80,27,2002,4.31771081043916,-1.30352709865805
"444",81,27,2002,3.42883342157527,-1.8139720619805
"445",82,27,2002,NA,-1.82159475905471
"446",83,27,2002,NA,-1.81393836034552
"447",84,27,2002,NA,-1.79748714795873
"448",85,27,2002,NA,NA
"449",70,28,2002,NA,9.18516314134846
"450",71,28,2002,2.84139853417556,8.63143179806488
"451",72,28,2002,4.66440811394289,7.9870260593538
"452",73,28,2002,7.23143599695172,7.34570094313707
"453",74,28,2002,6.8779669318938,6.02554294894739
"454",75,28,2002,5.82154151030012,4.75167261850257
"455",76,28,2002,6.43119008089322,2.88046348014527
"456",77,28,2002,8.17319966857234,1.83004737372227
"457",78,28,2002,7.15018627983603,0.720224972353886
"458",79,28,2002,4.51177916257684,-0.273726459725923
"459",80,28,2002,3.81324549481216,-1.27785682254139
"460",81,28,2002,3.01216569720419,-1.8139720619805
"461",82,28,2002,NA,-1.8205506211275
"462",83,28,2002,NA,-1.81451128814009
"463",84,28,2002,NA,-1.78795439978025
"464",85,28,2002,NA,NA
"465",70,29,2002,NA,9.01449806183804
"466",71,29,2002,4.81045406602502,8.48578681235946
"467",72,29,2002,5.03068546461335,7.89419580127085
"468",73,29,2002,6.68610371441871,7.18471987524729
"469",74,29,2002,7.44195992665142,6.06511852580256
"470",75,29,2002,5.94122003383239,4.61655602356316
"471",76,29,2002,7.3004601760786,3.59194992996842
"472",77,29,2002,8.75123582932643,2.04572949040434
"473",78,29,2002,10.25,0.646056976036443
"474",79,29,2002,4.73867319241975,-0.311996110595152
"475",80,29,2002,3.9348306651729,-1.26808853326573
"476",81,29,2002,2.84307054499609,-1.81080410829291
"477",82,29,2002,NA,-1.82030796935569
"478",83,29,2002,NA,-1.81496064327308
"479",84,29,2002,NA,-1.79068423221318
"480",85,29,2002,NA,NA
"481",70,30,2002,3.25,8.87359826633702
"482",71,30,2002,6.19284299346458,8.17794858925097
"483",72,30,2002,6.102337321221,7.68065744895155
"484",73,30,2002,6.81760147422892,6.85988513465392
"485",74,30,2002,7.12499762959837,6.0830808312037
"486",75,30,2002,5.88351129286308,4.54909883099837
"487",76,30,2002,8.42660354576563,3.34020770381222
"488",77,30,2002,9.88245172153354,2.32467858390392
"489",78,30,2002,8.47204936604357,0.903306511918921
"490",79,30,2002,3.1411721192126,-0.384719424350652
"491",80,30,2002,3.23846374967767,-1.41750602814151
"492",81,30,2002,1.41180652247056,-1.81505051429968
"493",82,30,2002,NA,-1.82005061141588
"494",83,30,2002,NA,-1.81556523017929
"495",84,30,2002,NA,-1.79129086164272
"496",85,30,2002,NA,NA
"497",70,31,2002,4.21199786055042,8.50507912606926
"498",71,31,2002,8.07441091073078,8.03739030365102
"499",72,31,2002,7.03330486811271,7.10712032882621
"500",73,31,2002,6.76020413837908,6.58284597285643
"501",74,31,2002,7.06101177436816,5.57472536924967
"502",75,31,2002,7.38031791683316,4.45931767542654
"503",76,31,2002,8.31192594623205,2.90906493436023
"504",77,31,2002,9.61754356610928,2.31121907603806
"505",78,31,2002,7.21466149640886,0.913487775844691
"506",79,31,2002,2.63928319026629,-0.551065880065068
"507",80,31,2002,2.11674115612992,-1.64740019922697
"508",81,31,2002,0,-1.81696231613823
"509",82,31,2002,NA,-1.82014620150781
"510",83,31,2002,NA,-1.8151516192046
"511",84,31,2002,NA,-1.79523395293473
"512",85,31,2002,NA,NA
"513",70,32,2002,6.36647568556501,8.09253289297114
"514",71,32,2002,7.76396396860262,7.76073253365076
"515",72,32,2002,6.65046568805783,6.42219940880777
"516",73,32,2002,6.87592211918551,6.21492961970621
"517",74,32,2002,6.94592932791105,5.07960545848559
"518",75,32,2002,8.11116722054006,4.35966675532648
"519",76,32,2002,7.80848156903418,2.75206025089276
"520",77,32,2002,9.62002825473601,1.97418158017003
"521",78,32,2002,7.30692428912296,0.88247592783106
"522",79,32,2002,3.55383131363023,-0.747498266773071
"523",80,32,2002,2,-1.75090956261638
"524",81,32,2002,NA,-1.81772590562996
"525",82,32,2002,NA,-1.82063150505144
"526",83,32,2002,NA,-1.81549986943267
"527",84,32,2002,NA,-1.79617759871401
"528",85,32,2002,NA,NA
"529",70,33,2002,7.13041763384231,7.71031968085045
"530",71,33,2002,7.71008495155594,7.22561527739624
"531",72,33,2002,6.10409234396484,6.03573726459725
"532",73,33,2002,8.44260624274858,5.67020663553398
"533",74,33,2002,7.81596817601755,4.89298418670728
"534",75,33,2002,9.61755277254953,3.96305436010132
"535",76,33,2002,8.12843602591315,2.41513613720226
"536",77,33,2002,9.80690500909112,1.69670478554737
"537",78,33,2002,6.69276742224831,0.930581245103713
"538",79,33,2002,3.49418522126025,-0.736405614347208
"539",80,33,2002,NA,-1.70614608813951
"540",81,33,2002,NA,-1.81822365285419
"541",82,33,2002,NA,-1.82107187308177
"542",83,33,2002,NA,-1.81478090121989
"543",84,33,2002,NA,-1.79978367365627
"544",85,33,2002,NA,NA
"545",70,34,2002,7.05124661783671,7.28924396422793
"546",71,34,2002,7.52217148729671,6.71375484540487
"547",72,34,2002,6.23606356520393,5.69013767876051
"548",73,34,2002,8.62593641590977,5.34806830585604
"549",74,34,2002,7.43303650358487,4.92894556292954
"550",75,34,2002,9.61648990718729,3.63498531299098
"551",76,34,2002,9.76032476939086,2.53676001651412
"552",77,34,2002,9.74254475603052,1.52807237719736
"553",78,34,2002,6.81912774166982,0.798166331819777
"554",79,34,2002,3.18825069216125,-0.883773235051748
"555",80,34,2002,NA,-1.74670359857157
"556",81,34,2002,NA,-1.81835940209717
"557",82,34,2002,NA,-1.82125161513497
"558",83,34,2002,NA,-1.8137923199273
"559",84,34,2002,NA,-1.80140135213504
"560",85,34,2002,NA,NA
"561",70,35,2002,7.29504755047026,7.04789211261832
"562",71,35,2002,6.34164692703123,6.0867696283409
"563",72,35,2002,5.92660981273205,5.18481277152071
"564",73,35,2002,7.7564977509755,5.07745688734242
"565",74,35,2002,7.86905542692129,4.84610459970087
"566",75,35,2002,8.98510198546449,3.28868832080533
"567",76,35,2002,10.7534407965161,2.38489217172487
"568",77,35,2002,9.94184848778716,1.37685380188355
"569",78,35,2002,7.31235602163145,0.605329541394424
"570",79,35,2002,3.78139470578657,-1.04955157749088
"571",80,35,2002,NA,-1.7759026951134
"572",81,35,2002,NA,-1.81902117965667
"573",82,35,2002,NA,-1.82130063569493
"574",83,35,2002,NA,-1.81289360966132
"575",84,35,2002,NA,-1.8026483126291
"576",85,35,2002,NA,NA
"577",70,36,2002,8.17083256114015,6.86376563719526
"578",71,36,2002,6.0311916632697,5.76904559230658
"579",72,36,2002,5.49826048771503,4.71334981534047
"580",73,36,2002,6.43703298196635,4.77070239988012
"581",74,36,2002,8.30406949160856,4.53932535685579
"582",75,36,2002,8.41887836161012,2.97598739431675
"583",76,36,2002,10.3153679435875,2.23182762326564
